constituency_code,party_share,turnout,party_candidate,party_vote,party_name,party_swing
E14000874,28.9,75.1,Layla Moran,16571,Liberal Democrat,-13.1
E14000874,12.7,75.1,Sally Copley,7274,Labour,2.1
E14000874,6.9,75.1,Alan Harris,3963,UKIP,4.2
E14000874,4.4,75.1,Larry Sanders,2497,Green Party,2.3
E14000874,1.3,75.1,Helen Salisbury,723,National Health Action,1.3
E14000874,0.1,75.1,Mike Foster,66,Socialist Party GB,0.1
E14000875,47.2,68.7,Andrew Stephenson,20978,Conservative,8.3
E14000875,34.9,68.7,Azhar Ali,15525,Labour,4.0
E14000875,12.2,68.7,Mick Waddington,5415,UKIP,8.9
E14000875,3.3,68.7,Graham Roach,1487,Liberal Democrat,-16.8
E14000875,2.3,68.7,Laura Fisk,1043,Green Party,2.3
E14000882,58.5,62.2,Jim Fitzpatrick,29886,Labour,18.6
E14000882,25.4,62.2,Chris Wilford,12962,Conservative,-1.7
E14000882,6.1,62.2,Nicholas McQueen,3128,UKIP,4.9
E14000882,4.8,62.2,Maureen Childs,2463,Green Party,3.9
E14000882,4.2,62.2,Elaine Bagshaw,2149,Liberal Democrat,-6.9
E14000882,0.7,62.2,Hugo Pierre,367,TUSC,0.7
E14000882,0.2,62.2,Rene Mugenzi,89,Red Flag - Anti - Corruption,0.2
E14000881,50.1,65.3,Robert Syms,23745,Conservative,2.6
E14000881,16.8,65.3,David Young,7956,UKIP,11.5
E14000881,12.9,65.3,Helen Rosser,6102,Labour,0.1
E14000881,11.8,65.3,Philip Eades,5572,Liberal Democrat,-19.8
E14000881,4.6,65.3,Adrian Oliver,2198,Green Party,4.6
E14000881,3.7,65.3,Mark Howell,1766,Poole People,3.7
E14000881,0.1,65.3,Ian Northover,54,Independent,0.1
E14000880,37.8,65.5,Oliver Colvile,18120,Conservative,3.5
E14000880,36.7,65.5,Luke Pollard,17597,Labour,5.0
E14000880,14.0,65.5,Roy Kettle,6731,UKIP,7.5
E14000880,7.1,65.5,Libby Brown,3401,Green Party,5.0
E14000880,4.2,65.5,Graham Reed,2008,Liberal Democrat,-20.5
E14000880,0.2,65.5,Laura-Jane Rossington,106,Communist Party of Britain,0.2
E14000877,59.7,67.4,Rory Stewart,26202,Conservative,6.3
E14000877,14.4,67.4,Lee Rushworth,6308,Labour,1.4
E14000877,12.2,67.4,John Stanyer,5353,UKIP,9.4
E14000877,8.5,67.4,Neil Hughes,3745,Liberal Democrat,-19.9
E14000877,5.3,67.4,George Burrow,2313,Green Party,5.3
E14000879,37.6,62.4,Johnny Mercer,16020,Conservative,4.3
E14000879,35.2,62.4,Alison Seabeck,14994,Labour,-2.0
E14000879,21.5,62.4,Penny Mills,9152,UKIP,13.8
E14000879,3.0,62.4,Stuart Bonar,1265,Liberal Democrat,-13.9
E14000879,2.4,62.4,Benjamin Osborn,1023,Green Party,1.4
E14000879,0.4,62.4,Louise Parker,152,TUSC,0.4
E14000883,47.0,62.1,Penny Mordaunt,21343,Conservative,2.7
E14000883,23.8,62.1,John Ferrett,10806,Labour,-3.9
E14000883,19.1,62.1,Mike Fitzgerald,8660,UKIP,15.0
E14000883,6.2,62.1,Darren Sanders,2828,Liberal Democrat,-13.9
E14000883,3.2,62.1,Gavin Ellis,1450,Green Party,2.1
E14000883,0.5,62.1,Jon Woods,231,TUSC,0.2
E14000883,0.2,62.1,Steven George,72,Justice & Anti-Corruption Party [The],0.2
E14000878,39.7,64.9,Stewart Jackson,18684,Conservative,-0.7
E14000878,35.6,64.9,Lisa Forbes,16759,Labour,6.1
E14000878,15.9,64.9,Mary Herdman,7485,UKIP,9.2
E14000878,3.8,64.9,Darren Fower,1774,Liberal Democrat,-15.9
E14000878,2.6,64.9,Darren Bisby-Boyd,1218,Green Party,1.4
E14000878,1.4,64.9,Chris Ash,639,Liberal,1.4
E14000878,1.1,64.9,John Fox,516,Independent,1.1
E14000887,53.8,67.0,Justine Greening,23018,Conservative,1.7
E14000887,30.0,67.0,Sheila Boswell,12838,Labour,2.6
E14000887,6.3,67.0,Andrew Hallett,2717,Liberal Democrat,-10.6
E14000887,4.8,67.0,Chris Poole,2067,Green Party,3.4
E14000887,4.6,67.0,Tricia Ward,1989,UKIP,3.6
E14000887,0.4,67.0,Guy Dessoy,184,Animal Welfare Party,0.4
E14000885,56.0,55.8,Mark Hendrick,18755,Labour,7.8
E14000885,20.0,55.8,Richard Holden,6688,Conservative,-1.7
E14000885,15.4,55.8,James Barker,5139,UKIP,10.9
E14000885,4.9,55.8,Gemma Christie,1643,Green Party,4.9
E14000885,3.7,55.8,Jo Barton,1244,Liberal Democrat,-20.7
E14000884,34.8,58.5,Flick Drummond,14585,Conservative,1.6
E14000884,22.3,58.5,Gerald Vernon-Jackson,9344,Liberal Democrat,-23.6
E14000884,19.5,58.5,Sue Castillon,8184,Labour,5.9
E14000884,13.4,58.5,Steve Harris,5595,UKIP,11.2
E14000884,7.5,58.5,Ian McCulloch,3145,Green Party,5.8
E14000884,1.7,58.5,Mike Hancock,716,Independent,1.7
E14000884,0.6,58.5,Sean Hoyle,235,TUSC,0.6
E14000884,0.2,58.5,Don Jerrard,99,Justice & Anti-Corruption Party [The],0.0
E14000888,54.7,68.3,Mark Francois,29088,Conservative,-3.1
E14000888,22.3,68.3,John Hayter,11858,UKIP,18.1
E14000888,12.6,68.3,David Hough,6705,Labour,-1.9
E14000888,4.5,68.3,Linda Kendall,2418,Independent,4.5
E14000888,3.0,68.3,Mike Pitt,1622,Liberal Democrat,-12.1
E14000888,2.9,68.3,Sarah Yapp,1529,Green Party,2.9
E14000886,46.4,72.2,Stuart Andrew,23637,Conservative,8.0
E14000886,37.6,72.2,Jamie Hanley,19136,Labour,2.5
E14000886,9.2,72.2,Roger Tattersall,4689,UKIP,6.7
E14000886,3.8,72.2,Ryk Downes,1926,Liberal Democrat,-17.0
E14000886,3.0,72.2,Claire Allen,1539,Green Party,3.0
E14000891,43.9,63.1,Anna Turley,17946,Labour,11.1
E14000891,18.5,63.1,Josh Mason,7558,Liberal Democrat,-26.7
E14000891,18.4,63.1,Christopher Gallacher,7516,UKIP,13.9
E14000891,16.2,63.1,Jacob Young,6630,Conservative,2.4
E14000891,2.2,63.1,Peter Pinkney,880,Green Party,2.2
E14000891,1.0,63.1,Philip Lockey,389,North East Party,1.0
E14000893,56.8,69.9,Crispin Blunt,29151,Conservative,3.4
E14000893,13.3,69.9,Joseph Fox,6817,UKIP,9.1
E14000893,12.8,69.9,Ali Aklakul,6578,Labour,1.5
E14000893,10.5,69.9,Anna Tarrant,5369,Liberal Democrat,-15.7
E14000893,6.7,69.9,Jonathan Essex,3434,Green Party,4.5
E14000889,46.0,67.6,Rob Wilson,23217,Conservative,3.4
E14000889,33.1,67.6,Matt Rodda,16697,Labour,7.6
E14000889,7.4,67.6,Jenny Woods,3719,Liberal Democrat,-20.0
E14000889,7.2,67.6,Christine Forrester,3647,UKIP,5.0
E14000889,6.4,67.6,Rob White,3214,Green Party,4.2
E14000895,51.4,64.7,Rishi Sunak,27744,Conservative,-11.4
E14000895,15.2,64.7,Matthew Cooke,8194,UKIP,15.2
E14000895,13.2,64.7,Mike Hill,7124,Labour,-2.1
E14000895,6.4,64.7,John Harris,3465,Liberal Democrat,-12.7
E14000895,6.2,64.7,John Blackie,3348,Independent,6.2
E14000895,4.3,64.7,Leslie Rowe,2313,Green Party,1.4
E14000895,3.4,64.7,Robin Scott,1811,Independent,3.4
E14000892,47.1,67.3,Karen Lumley,20771,Conservative,3.6
E14000892,31.1,67.3,Rebecca Blake,13717,Labour,0.9
E14000892,16.2,67.3,Peter Jewell,7133,UKIP,12.8
E14000892,3.1,67.3,Hilary Myers,1349,Liberal Democrat,-14.5
E14000892,2.2,67.3,Kevin White,960,Green Party,1.3
E14000892,0.4,67.3,Seth Colton,168,Independent,0.4
E14000894,48.6,67.1,Nigel Evans,25404,Conservative,-1.7
E14000894,22.6,67.1,David Hinder,11798,Labour,0.5
E14000894,15.8,67.1,Shirley Parkinson,8250,UKIP,9.1
E14000894,5.3,67.1,Jackie Pearcey,2756,Liberal Democrat,-15.2
E14000894,4.2,67.1,Graham Sowter,2193,Green Party,4.2
E14000894,2.9,67.1,David Brass,1498,Independent,2.9
E14000894,0.6,67.1,Grace Astley,288,Independent,0.6
E14000894,0.1,67.1,Tony Johnson,56,Independent Political Alliance Party,0.1
E14000890,47.7,66.9,Alok Sharma,23082,Conservative,4.5
E14000890,33.9,66.9,Victoria Groulef,16432,Labour,3.4
E14000890,10.0,66.9,Malik Azam,4826,UKIP,6.8
E14000890,4.9,66.9,Meri O'Connell,2355,Liberal Democrat,-15.2
E14000890,2.9,66.9,Miriam Kennet,1406,Green Party,1.7
E14000890,0.3,66.9,Suzie Ferguson,156,Independent,0.3
E14000890,0.2,66.9,Neil Adams,83,TUSC,0.2
E14000890,0.1,66.9,Philip West,64,The Roman Party.Ave,0.1
E14000896,58.2,76.5,Zac Goldsmith,34404,Conservative,8.5
E14000896,19.3,76.5,Robin Meltzer,11389,Liberal Democrat,-23.5
E14000896,12.3,76.5,Sachin Patel,7296,Labour,7.3
E14000896,6.0,76.5,Andrée Frieze,3548,Green Party,5.0
E14000896,4.2,76.5,Sam Naz,2464,UKIP,3.0
E14000900,51.0,67.7,Andrew Rosindell,25067,Conservative,-5.0
E14000900,22.8,67.7,Gerard Batten,11208,UKIP,18.4
E14000900,20.9,67.7,Samuel Gould,10268,Labour,1.4
E14000900,2.9,67.7,Ian Sanderson,1413,Liberal Democrat,-9.1
E14000900,2.5,67.7,Lorna Tooley,1222,Green Party,1.5
E14000897,46.1,57.4,Simon Danczuk,20961,Labour,9.8
E14000897,18.8,57.4,Mohammed Masud,8519,UKIP,14.4
E14000897,17.0,57.4,Azi Ahmed,7742,Conservative,-1.0
E14000897,10.3,57.4,Andy Kelly,4667,Liberal Democrat,-24.2
E14000897,3.4,57.4,Farooq Ahmed,1535,Rochdale First Party,3.4
E14000897,3.0,57.4,Mark Hollinrake,1382,Green Party,3.0
E14000897,1.0,57.4,Kevin Bryan,433,National Front,-3.9
E14000897,0.4,57.4,Mohammed Salim,191,Islam Zinda Baad Platform,-0.8
E14000899,46.4,60.6,James Duddridge,20241,Conservative,-0.4
E14000899,24.7,60.6,Ian Gilbert,10765,Labour,4.4
E14000899,20.5,60.6,Floyd Waterworth,8948,UKIP,14.7
E14000899,5.0,60.6,Simon Cross,2195,Green Party,3.3
E14000899,3.3,60.6,Peter Gwizdala,1459,Liberal Democrat,-16.1
E14000901,54.3,72.8,Caroline Nokes,26285,Conservative,4.6
E14000901,17.7,72.8,Ben Nicholls,8573,Liberal Democrat,-23.5
E14000901,11.9,72.8,Darren Paffey,5749,Labour,5.5
E14000901,11.4,72.8,Sandra James,5511,UKIP,8.8
E14000901,4.7,72.8,Ian Callaghan,2280,Green Party,4.7
E14000902,46.6,58.4,Jake Berry,22847,Conservative,4.8
E14000902,35.1,58.4,Will Straw,17193,Labour,2.8
E14000902,14.0,58.4,Clive Balchin,6862,UKIP,10.6
E14000902,2.1,58.4,Karen Pollard-Rylance,1046,Green Party,2.1
E14000902,1.6,58.4,Afzal Anwar,806,Liberal Democrat,-16.5
E14000902,0.2,58.4,Kevin Scranage,122,Independent,0.2
E14000902,0.2,58.4,Simon Thomas,103,TUSC,0.2
E14000902,0.1,58.4,Shaun Hargreaves,45,The Northern Party,0.1
E14000898,44.1,66.5,Kelly Tolhurst,23142,Conservative,-5.1
E14000898,30.5,66.5,Mark Reckless,16009,UKIP,30.5
E14000898,19.8,66.5,Naushabah Khan,10396,Labour,-8.7
E14000898,2.9,66.5,Clive Gregory,1516,Green Party,1.4
E14000898,2.4,66.5,Prue Bray,1251,Liberal Democrat,-13.9
E14000898,0.4,66.5,Dan Burn,202,TUSC,0.4
E14000903,43.6,63.3,Kevin Barron,20501,Labour,2.7
E14000903,28.1,63.3,Allen Cowles,13204,UKIP,22.5
E14000903,23.3,63.3,Gareth Streeter,10945,Conservative,-5.1
E14000903,4.2,63.3,Robert Teal,1992,Liberal Democrat,-13.1
E14000903,0.8,63.3,Sharon Pilling,377,English Democrats,0.8
E14000906,59.6,70.0,Nick Hurd,30521,Conservative,2.1
E14000906,20.1,70.0,Michael Borio,10297,Labour,0.6
E14000906,10.9,70.0,Gerard Barry,5598,UKIP,8.2
E14000906,5.0,70.0,Joshua Dixon,2537,Liberal Democrat,-11.7
E14000906,3.5,70.0,Karen Pillai,1801,Green Party,2.0
E14000906,0.6,70.0,Wally Kennedy,302,TUSC,0.6
E14000906,0.3,70.0,Sockalingam Yogalingam,166,The National Liberal Party,0.3
E14000907,59.7,67.9,Philip Hammond,29901,Conservative,3.8
E14000907,15.5,67.9,Arran Neathey,7767,Labour,2.1
E14000907,13.9,67.9,Joe Branco,6951,UKIP,7.4
E14000907,6.7,67.9,John Vincent,3362,Liberal Democrat,-14.9
E14000907,4.1,67.9,Rustam Majainah,2071,Green Party,2.7
E14000908,51.4,75.3,Kenneth Clarke,28354,Conservative,0.2
E14000908,26.3,75.3,David Mellen,14525,Labour,5.6
E14000908,10.8,75.3,Matthew Faithfull,5943,UKIP,6.7
E14000908,6.5,75.3,George Mallender,3559,Green Party,4.1
E14000908,5.0,75.3,Bob Johnston,2783,Liberal Democrat,-16.7
E14000905,49.1,61.6,Mark Pawsey,24040,Conservative,5.0
E14000905,27.9,61.6,Claire Edwards,13695,Labour,-3.4
E14000905,14.0,61.6,Gordon Davies,6855,UKIP,13.1
E14000905,5.7,61.6,Ed Goncalves,2776,Liberal Democrat,-14.2
E14000905,2.9,61.6,Terry White,1415,Green Party,1.9
E14000905,0.5,61.6,Pete McLaren,225,TUSC,0.5
E14000904,52.5,59.4,Sarah Champion,19860,Labour,7.9
E14000904,30.2,59.4,Jane Collins,11414,UKIP,24.3
E14000904,12.3,59.4,Sebastian Lowe,4656,Conservative,-4.4
E14000904,2.9,59.4,Janice Middleton,1093,Liberal Democrat,-13.1
E14000904,1.1,59.4,Pat McLaughlin,409,TUSC,1.1
E14000904,0.6,59.4,Adam Walker,225,British National Party,-9.8
E14000904,0.4,59.4,Dean Walker,166,English Democrats,0.4
E14000910,57.2,71.4,Alan Haselhurst,32926,Conservative,1.7
E14000910,13.8,71.4,Peter Day,7935,UKIP,9.7
E14000910,11.8,71.4,Jane Berney,6791,Labour,2.1
E14000910,10.6,71.4,Mike Hibbs,6079,Liberal Democrat,-16.9
E14000910,3.8,71.4,Karmel Stannard,2174,Green Party,2.4
E14000910,2.9,71.4,Heather Asker,1658,Residents for Uttlesford,2.9
E14000909,55.6,68.4,Alan Duncan,30383,Conservative,4.5
E14000909,15.9,68.4,Richard Billington,8678,UKIP,11.3
E14000909,15.4,68.4,James Moore,8383,Labour,1.1
E14000909,8.1,68.4,Ed Reynolds,4407,Liberal Democrat,-17.7
E14000909,4.3,68.4,Alastair McQuillan,2325,Green Party,4.3
E14000909,0.8,68.4,Marilyn Gordon,427,Independent,0.8
E14000912,55.6,72.9,John Glen,28192,Conservative,6.4
E14000912,15.3,72.9,Tom Corbin,7771,Labour,7.7
E14000912,12.1,72.9,Paul Martin,6152,UKIP,9.3
E14000912,10.1,72.9,Reeten Banerji,5099,Liberal Democrat,-26.9
E14000912,5.4,72.9,Alison Craig,2762,Green Party,4.4
E14000912,1.4,72.9,King Arthur Pendragon,729,Independent,0.9
E14000911,49.4,58.2,Rebecca Long-Bailey,21364,Labour,9.3
E14000911,20.4,58.2,Greg Downes,8823,Conservative,-0.1
E14000911,18.0,58.2,Paul Doyle,7806,UKIP,15.4
E14000911,5.2,58.2,Emma Van Dyke,2251,Green Party,5.2
E14000911,3.7,58.2,Charlie Briggs,1614,Liberal Democrat,-22.6
E14000911,1.6,58.2,Bez Berry,703,We Are The Reality Party,1.6
E14000911,1.2,58.2,Noreen Bailey,517,TUSC,-0.6
E14000911,0.4,58.2,Sam Clark,183,Pirate Party,0.4
E14000914,41.7,57.7,Nic Dakin,15393,Labour,2.1
E14000914,33.2,57.7,Jo Gideon,12259,Conservative,0.5
E14000914,17.1,57.7,Stephen Howd,6329,UKIP,12.6
E14000914,3.0,57.7,Des Comerford,1097,Independent,3.0
E14000914,2.4,57.7,Martin Dwyer,887,Green Party,1.3
E14000914,2.1,57.7,Simon Dodd,770,Liberal Democrat,-16.2
E14000914,0.6,57.7,Paul Elsom,206,Independent,0.6
E14000913,43.2,64.9,Robert Goodwill,20613,Conservative,0.3
E14000913,30.2,64.9,Ian McInnes,14413,Labour,3.9
E14000913,17.1,64.9,Sam Cross,8162,UKIP,14.1
E14000913,4.6,64.9,David Malone,2185,Green Party,3.1
E14000913,4.5,64.9,Michael Beckett,2159,Liberal Democrat,-18.0
E14000913,0.4,64.9,Juliet Boddington,207,Alliance for Green Socialism,0.2
E14000915,47.2,61.6,Phil Wilson,18275,Labour,2.1
E14000915,29.5,61.6,Scott Wood,11432,Conservative,6.0
E14000915,16.6,61.6,John Leathley,6426,UKIP,12.9
E14000915,3.5,61.6,Stephen Glenn,1370,Liberal Democrat,-16.4
E14000915,3.1,61.6,Greg Robinson,1213,Green Party,3.1
E14000917,52.5,69.4,Nigel Adams,27725,Conservative,3.1
E14000917,26.8,69.4,Mark Hayes,14168,Labour,1.1
E14000917,14.0,69.4,Colin Heath,7389,UKIP,10.8
E14000917,3.6,69.4,Nicola Turner,1920,Liberal Democrat,-14.1
E14000917,2.8,69.4,Ian Richards,1465,Green Party,2.8
E14000917,0.3,69.4,Ian Wilson,137,TUSC,0.3
E14000916,53.8,72.4,Bill Esterson,26359,Labour,11.9
E14000916,29.6,72.4,Valerie Allen,14513,Conservative,-4.3
E14000916,10.0,72.4,Tim Power,4879,UKIP,5.7
E14000916,4.3,72.4,Paula Keaveney,2086,Liberal Democrat,-15.7
E14000916,2.4,72.4,Lindsay Melia,1184,Green Party,2.4
E14000918,56.9,70.9,Michael Fallon,28531,Conservative,0.1
E14000918,17.9,70.9,Steve Lindsay,8970,UKIP,14.3
E14000918,12.9,70.9,Christopher Clark,6448,Labour,-0.4
E14000918,7.9,70.9,Alan Bullion,3937,Liberal Democrat,-13.5
E14000918,4.5,70.9,Amelie Boleyn,2238,Green Party,4.5
E14000920,51.4,59.2,Clive Betts,21439,Labour,2.7
E14000920,21.9,59.2,Steven Winstone,9128,UKIP,17.3
E14000920,17.4,59.2,Matt Sleat,7242,Conservative,0.0
E14000920,5.3,59.2,Gail Smith,2226,Liberal Democrat,-18.0
E14000920,2.7,59.2,Linda Duckenfield,1117,Green Party,2.7
E14000920,0.5,59.2,Jen Battersby,207,Cannabis Is Safer Than Alcohol,0.5
E14000920,0.4,59.2,Ian Whitehouse,185,TUSC,0.4
E14000920,0.3,59.2,Matthew Roberts,141,English Democrats,0.3
E14000919,55.0,57.4,Paul Blomfield,24308,Labour,13.7
E14000919,15.8,57.4,Jillian Creasy,6999,Green Party,12.1
E14000919,11.1,57.4,Stephanie Roe,4917,Conservative,1.0
E14000919,9.7,57.4,Joe Otten,4278,Liberal Democrat,-31.2
E14000919,7.5,57.4,Dominic Cook,3296,UKIP,5.9
E14000919,0.3,57.4,Steve Andrew,119,Communist Party of Britain,0.3
E14000919,0.3,57.4,Andy Halsall,113,Pirate Party,0.3
E14000919,0.2,57.4,Elizabeth Breed,68,English Democrats,0.2
E14000919,0.1,57.4,Thom Brown,42,Above and Beyond,0.1
E14000919,0.1,57.4,Michael Driver,33,Workers Revolutionary Party,0.1
E14000921,56.6,54.8,Harry Harpham,22663,Labour,1.6
E14000921,22.1,54.8,John Booker,8856,UKIP,18.0
E14000921,11.0,54.8,Elise Dünweber,4407,Conservative,-0.5
E14000921,4.5,54.8,Jonathan Harston,1802,Liberal Democrat,-15.5
E14000921,4.3,54.8,Christine Gilligan Kubo,1712,Green Party,4.3
E14000921,1.1,54.8,Maxine Bowler,442,TUSC,-0.6
E14000921,0.4,54.8,Justin Saxton,171,English Democrats,0.4
E14000923,48.2,60.7,Louise Haigh,20269,Labour,5.6
E14000923,17.4,60.7,Howard Denby,7315,UKIP,13.7
E14000923,16.2,60.7,Stephen Castens,6792,Conservative,-1.2
E14000923,11.3,60.7,Simon Clement-Jones,4746,Liberal Democrat,-17.1
E14000923,6.1,60.7,Rita Wilcock,2566,Green Party,3.7
E14000923,0.6,60.7,Alan Munro,238,TUSC,0.6
E14000923,0.3,60.7,David Haslett,122,English Democrats,0.3
E14000925,50.0,71.7,Philip Davies,25269,Conservative,1.4
E14000925,31.0,71.7,Steve Clapcote,15645,Labour,2.5
E14000925,8.9,71.7,Waqas Khan,4479,UKIP,8.9
E14000925,5.3,71.7,Kevin Warnes,2657,Green Party,2.3
E14000925,3.9,71.7,Andrew Martin,1949,Liberal Democrat,-16.2
E14000925,1.1,71.7,Darren Hill,543,Yorkshire First,1.1
E14000922,40.0,75.3,Nick Clegg,22215,Liberal Democrat,-13.4
E14000922,35.8,75.3,Oliver Coppard,19862,Labour,19.7
E14000922,13.6,75.3,Ian Walker,7544,Conservative,-9.9
E14000922,6.4,75.3,Joe Jenkins,3575,UKIP,4.1
E14000922,3.2,75.3,Peter Garbutt,1772,Green Party,1.4
E14000922,0.4,75.3,Carlton Reeve,249,Independent,0.4
E14000922,0.3,75.3,Steve Clegg,167,English Democrats,-0.8
E14000922,0.2,75.3,Jim Stop the Fiasco Wild,97,Independent,0.2
E14000924,45.0,69.1,Mark Spencer,22833,Conservative,5.8
E14000924,35.9,69.1,Léonie Mathers,18186,Labour,-2.9
E14000924,14.6,69.1,Sally Chadd,7399,UKIP,11.6
E14000924,2.2,69.1,Lydia Davies-Bright,1108,Green Party,2.2
E14000924,2.2,69.1,Daniel Mosley,1094,Liberal Democrat,-12.7
E14000924,0.2,69.1,David Perkins,78,Class War,0.2
E14000929,56.2,70.2,Stephen Phillips,34805,Conservative,4.6
E14000929,17.3,70.2,Jason Pandya-Wood,10690,Labour,0.4
E14000929,15.7,70.2,Steven Hopkins,9716,UKIP,12.1
E14000929,5.7,70.2,Matthew Holden,3500,Liberal Democrat,-12.5
E14000929,5.2,70.2,Marianne Overton,3233,Lincolnshire Independents,-1.2
E14000928,55.4,71.6,Julian Smith,30248,Conservative,4.9
E14000928,17.4,71.6,Malcolm Birks,9487,Labour,7.3
E14000928,14.0,71.6,Alan Henderson,7651,UKIP,10.5
E14000928,7.4,71.6,Jacquie Bell,4057,Liberal Democrat,-25.0
E14000928,5.7,71.6,Andy Brown,3116,Green Party,5.7
E14000926,45.5,70.8,Daniel Kawczynski,24628,Conservative,1.6
E14000926,27.8,70.8,Laura Davies,15063,Labour,7.3
E14000926,14.4,70.8,Suzanne Evans,7813,UKIP,11.4
E14000926,7.9,70.8,Christine Tinker,4268,Liberal Democrat,-21.1
E14000926,4.2,70.8,Emma Bullard,2247,Green Party,3.1
E14000926,0.2,70.8,Stirling McNeillie,83,Children of the Atom,0.2
E14000927,49.5,65.0,Gordon Henderson,24425,Conservative,-0.6
E14000927,24.8,65.0,Richard Palmer,12257,UKIP,19.4
E14000927,19.6,65.0,Guy Nicholson,9673,Labour,-5.0
E14000927,3.2,65.0,Keith Nevols,1563,Liberal Democrat,-13.2
E14000927,2.4,65.0,Gary Miller,1185,Green Party,2.4
E14000927,0.6,65.0,Mad Mike Young,275,Monster Raving Loony Party,-0.1
E14000930,48.5,55.9,Fiona Mactaggart,23421,Labour,2.7
E14000930,33.3,55.9,Gurcharan Singh,16085,Conservative,-1.0
E14000930,13.0,55.9,Diana Coad,6274,UKIP,9.8
E14000930,2.6,55.9,Thomas McCann,1275,Liberal Democrat,-11.9
E14000930,2.5,55.9,Julian Edmonds,1220,Green Party,1.4
E14000932,53.0,72.2,David Warburton,31960,Conservative,8.5
E14000932,19.4,72.2,David Rendel,11692,Liberal Democrat,-28.1
E14000932,10.7,72.2,Alan Dimmick,6439,UKIP,7.5
E14000932,9.0,72.2,Theo Simon,5434,Green Party,9.0
E14000932,7.3,72.2,David Oakensen,4419,Labour,2.9
E14000932,0.6,72.2,Ian Angell,365,Independent,0.6
E14000931,49.2,70.9,Julian Knight,26956,Conservative,6.7
E14000931,25.7,70.9,Lorely Burt,14054,Liberal Democrat,-17.2
E14000931,11.6,70.9,Philip Henrick,6361,UKIP,9.4
E14000931,10.4,70.9,Nigel Knowles,5693,Labour,1.5
E14000931,3.0,70.9,Howard Allen,1632,Green Party,3.0
E14000931,0.1,70.9,Mike Nattrass,50,Independence from Europe,0.1
E14000931,0.1,70.9,Matthew Ward,33,The Democratic Party,0.1
E14000934,51.1,73.1,Heidi Allen,31454,Conservative,3.7
E14000934,17.6,73.1,Dan Greef,10860,Labour,7.4
E14000934,15.2,73.1,Sebastian Kindersley,9368,Liberal Democrat,-18.9
E14000934,9.8,73.1,Marion Mason,6010,UKIP,6.6
E14000934,6.3,73.1,Simon Saggers,3848,Green Party,4.5
E14000935,49.4,68.2,Heather Wheeler,25066,Conservative,3.9
E14000935,26.8,68.2,Cheryl Pidgeon,13595,Labour,-4.6
E14000935,17.7,68.2,Alan Graves,8998,UKIP,15.3
E14000935,3.7,68.2,Lorraine Johnson,1887,Liberal Democrat,-12.2
E14000935,2.4,68.2,Marianne Bamkin,1216,Green Party,2.4
E14000937,48.5,70.4,Lucy Frazer,28845,Conservative,0.5
E14000937,20.2,70.4,Jonathan Chatfield,12008,Liberal Democrat,-17.5
E14000937,15.1,70.4,Huw Jones,9013,Labour,7.5
E14000937,11.1,70.4,Deborah Rennie,6593,UKIP,7.4
E14000937,5.1,70.4,Clive Semmens,3047,Green Party,3.8
E14000933,43.4,62.3,Stephen Metcalfe,19788,Conservative,-0.5
E14000933,26.5,62.3,Ian Luder,12097,UKIP,20.6
E14000933,25.2,62.3,Mike Le-Surf,11493,Labour,-5.8
E14000933,3.0,62.3,Geoff Williams,1356,Liberal Democrat,-10.4
E14000933,0.9,62.3,Kerry Smith,401,Independent,0.9
E14000933,0.6,62.3,None Of The Above X,253,NOTA (None of the above),0.6
E14000933,0.4,62.3,Stuart Hooper,205,Independent,0.4
E14000936,48.9,67.5,Richard Drax,23756,Conservative,3.8
E14000936,24.2,67.5,Simon Bowkett,11762,Labour,-6.1
E14000936,15.0,67.5,Malcolm Shakesby,7304,UKIP,11.0
E14000936,6.0,67.5,Howard Legg,2901,Liberal Democrat,-13.0
E14000936,4.7,67.5,Jane Burnet,2275,Green Party,3.5
E14000936,0.9,67.5,Mervyn Stewkesbury,435,Independent,0.9
E14000936,0.3,67.5,Andy Kirkwood,164,Movement for Active Democracy,0.3
E14000940,53.2,70.1,Alberto Costa,28700,Conservative,3.7
E14000940,22.0,70.1,Amanda Hack,11876,Labour,1.1
E14000940,17.4,70.1,Barry Mahoney,9363,UKIP,13.7
E14000940,7.4,70.1,Geoffrey Welsh,3987,Liberal Democrat,-13.6
E14000938,50.5,71.1,Sheryll Murray,25516,Conservative,5.4
E14000938,16.9,71.1,Phil Hutty,8521,Liberal Democrat,-21.8
E14000938,15.2,71.1,Bradley Monk,7698,UKIP,9.0
E14000938,9.3,71.1,Declan Lloyd,4692,Labour,2.2
E14000938,5.4,71.1,Martin Corney,2718,Green Party,3.7
E14000938,2.0,71.1,Andrew Long,1003,Mebyon Kernow,0.7
E14000938,0.7,71.1,George Trubody,350,Independent,0.7
E14000939,59.6,63.9,John Hayes,29303,Conservative,0.5
E14000939,21.8,63.9,David Parsons,10736,UKIP,15.4
E14000939,12.4,63.9,Matthew Mahabadi,6122,Labour,-1.6
E14000939,3.2,63.9,Dan Wilshire,1580,Green Party,1.8
E14000939,3.0,63.9,George Smid,1466,Liberal Democrat,-12.5
E14000941,54.3,72.4,Richard Bacon,30995,Conservative,4.9
E14000941,18.4,72.4,Deborah Sacks,10502,Labour,5.2
E14000941,13.7,72.4,Barry Cameron,7847,UKIP,9.5
